gender,age_group,edu_level,personal_income,avg_use_time_min,leisure_score,utility_score,cluster,classified_type,daily_prompt_count,total_power_consumed,total_cooling_consumed,total_carbon_emission,total_water_footprint
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,8.22450764617937,0.0,1,Overconsuming,24.551666666666662,0.1227583333333333,12275.833333333332,5.2049533333333324e-05,122.75833333333333
여성,20~29,4년제이상 대학,500만원 ~ 600만원,44.14,0.0874062590988078,17.049769904512868,2,Strong Utilitarian,29.426666666666662,0.1471333333333333,14713.333333333332,6.238453333333333e-05,147.13333333333333
여성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,36.64,4.339351696,6.15530317075,0,Utilitarian,24.426666666666662,0.1221333333333333,12213.333333333332,5.178453333333332e-05,122.13333333333333
남성,50~59,고등학교,300만원 ~ 400만원,37.7275,2.46585513175,3.75242421275,0,Unclassified,25.151666666666667,0.1257583333333333,12575.833333333334,5.3321533333333314e-05,125.75833333333334
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,2.0787038735,3.18110791075,0,Unclassified,24.551666666666662,0.1227583333333333,12275.833333333332,5.2049533333333324e-05,122.75833333333333
여성,16~19,4년제이상 대학,300만원 ~ 400만원,40.7325,0.0,18.47225350350906,0,Strong Utilitarian,27.155,0.135775,13577.5,5.75686e-05,135.775
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,37.8975,10.044399179809218,0.0,1,Overconsuming,25.265,0.126325,12632.5,5.356179999999999e-05,126.325
남성,40~49,4년제이상 대학,소득없음,44.9325,0.0,18.197465811158843,2,Strong Utilitarian,29.955,0.149775,14977.5,6.35046e-05,149.775
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890155,2.95327519325,0,Unclassified,25.215,0.126075,12607.5,5.34558e-05,126.075
여성,60이상,4년제이상 대학,400만원 ~ 500만원,35.99,5.1576998895,7.18049201125,0,Utilitarian,23.993333333333336,0.1199666666666666,11996.666666666668,5.0865866666666636e-05,119.96666666666668
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,5.743178248662201,0.0,0,Unclassified,24.23,0.12115,12115.0,5.13676e-05,121.15
남성,50~59,4년제이상 대학,100만원 ~ 200만원,42.2675,0.3484306545468811,23.43235737413693,0,Strong Utilitarian,28.17833333333333,0.1408916666666666,14089.166666666666,5.9738066666666636e-05,140.89166666666665
여성,60이상,"2,3년제 전문대학",100만원 미만,37.765,7.178793118810284,27.136667160305,0,Utilitarian,25.176666666666662,0.1258833333333333,12588.333333333332,5.3374533333333315e-05,125.88333333333333
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022,0,Unclassified,25.661666666666665,0.1283083333333333,12830.833333333332,5.440273333333332e-05,128.30833333333334
남성,40~49,고등학교,소득없음,45.8325,0.0,12.134903917660688,2,Strong Utilitarian,30.555000000000003,0.152775,15277.500000000002,6.477659999999999e-05,152.77500000000003
남성,16~19,4년제이상 대학,300만원 ~ 400만원,41.215,3.4377663735,4.8527211435,0,Unclassified,27.47666666666667,0.1373833333333333,13738.333333333336,5.825053333333332e-05,137.38333333333335
여성,50~59,4년제이상 대학,100만원 ~ 200만원,41.785,19.001779337374323,1.1531848502105877,1,Strong Overconsuming,27.856666666666666,0.1392833333333333,13928.333333333332,5.905613333333331e-05,139.28333333333333
남성,40~49,고등학교,200만원 ~ 300만원,39.205,2.25783703775,3.45067369575,0,Unclassified,26.136666666666667,0.1306833333333333,13068.333333333334,5.540973333333331e-05,130.68333333333334
여성,20~29,고등학교,300만원 ~ 400만원,41.35249999999999,11.15719806732379,0.0,1,Strong Overconsuming,27.568333333333328,0.1378416666666666,13784.166666666664,5.8444866666666646e-05,137.84166666666664
남성,16~19,"2,3년제 전문대학",200만원 ~ 300만원,42.36000000000001,4.088263165,5.75912707625,0,Unclassified,28.24000000000001,0.1412,14120.000000000004,5.986879999999999e-05,141.20000000000005
여성,30~39,"2,3년제 전문대학",400만원 ~ 500만원,38.58,3.7559851955,5.29156176,0,Unclassified,25.72,0.1286,12860.0,5.4526399999999993e-05,128.6
여성,50~59,4년제이상 대학,소득없음,43.5075,2.5598519275,3.67479685325,2,Unclassified,29.005,0.145025,14502.5,6.14906e-05,145.025
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,2.0787038735,3.18110791075,0,Unclassified,24.551666666666662,0.1227583333333333,12275.833333333332,5.2049533333333324e-05,122.75833333333333
여성,30~39,4년제이상 대학,소득없음,44.6375,2.09383109425,2.9296770807500003,2,Unclassified,29.758333333333336,0.1487916666666666,14879.166666666668,6.308766666666664e-05,148.79166666666669
남성,50~59,고등학교,소득없음,44.89,2.8528999497500003,4.17219535575,2,Unclassified,29.926666666666662,0.1496333333333333,14963.333333333332,6.344453333333332e-05,149.63333333333333
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,0.3868065947841899,11.799273022129732,0,Utilitarian,24.23,0.12115,12115.0,5.13676e-05,121.15
남성,40~49,고등학교,700만원 이상,43.355,35.02817036275,69.31589363525,3,Strong Utilitarian,28.90333333333333,0.1445166666666666,14451.666666666666,6.127506666666664e-05,144.51666666666665
여성,40~49,4년제이상 대학,100만원 ~ 200만원,42.7275,4.227622348,6.79807845775,2,Strong Utilitarian,28.485,0.142425,14242.5,6.03882e-05,142.425
남성,16~19,고등학교,400만원 ~ 500만원,42.61,5.29376261675,7.35563221875,2,Strong Utilitarian,28.406666666666663,0.1420333333333333,14203.333333333334,6.022213333333331e-05,142.03333333333333
남성,60이상,4년제이상 대학,200만원 ~ 300만원,36.5125,0.0,16.178737781315455,0,Utilitarian,24.34166666666667,0.1217083333333333,12170.833333333334,5.1604333333333316e-05,121.70833333333334
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,0.0,13.87081224699152,0,Strong Utilitarian,27.290000000000003,0.13645,13645.000000000002,5.7854799999999994e-05,136.45000000000002
남성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,37.4375,0.0,12.0130569303459,0,Utilitarian,24.95833333333333,0.1247916666666666,12479.166666666666,5.291166666666664e-05,124.79166666666666
남성,40~49,"2,3년제 전문대학",100만원 ~ 200만원,43.82,4.71387304625,7.57422170725,2,Strong Utilitarian,29.21333333333333,0.1460666666666666,14606.666666666668,6.193226666666663e-05,146.0666666666667
여성,50~59,4년제이상 대학,소득없음,43.5075,0.0,14.670329454559765,2,Strong Utilitarian,29.005,0.145025,14502.5,6.14906e-05,145.025
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,12.5889248452938,0.0,1,Overconsuming,25.215,0.126075,12607.5,5.34558e-05,126.075
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.475,0.0,13.178410774776903,0,Utilitarian,24.98333333333333,0.1249166666666666,12491.666666666668,5.296466666666664e-05,124.91666666666669
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.9575,1.61268304025,2.43598813825,0,Unclassified,25.305000000000003,0.126525,12652.500000000002,5.3646599999999996e-05,126.52500000000002
남성,50~59,고등학교,400만원 ~ 500만원,38.2225,13.008995455223136,1.1344930947284748,1,Overconsuming,25.481666666666666,0.1274083333333333,12740.833333333332,5.402113333333331e-05,127.40833333333332
여성,30~39,"2,3년제 전문대학",400만원 ~ 500만원,38.58,0.0,17.72289924228717,0,Utilitarian,25.72,0.1286,12860.0,5.4526399999999993e-05,128.6
여성,50~59,4년제이상 대학,600만원 ~ 700만원,35.852500000000006,30.99220837511664,18.464310635249426,1,Utilitarian,23.90166666666667,0.1195083333333333,11950.833333333336,5.067153333333332e-05,119.50833333333335
남성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.545,0.0,12.811127047394468,0,Strong Utilitarian,27.69666666666667,0.1384833333333333,13848.333333333334,5.871693333333331e-05,138.48333333333335
남성,20~29,고등학교,소득없음,48.9975,18.45377581643169,0.0,2,Strong Overconsuming,32.665,0.163325,16332.5,6.92498e-05,163.32500000000002
남성,50~59,고등학교,300만원 ~ 400만원,37.7275,0.0,11.24351888487933,0,Utilitarian,25.151666666666667,0.1257583333333333,12575.833333333334,5.3321533333333314e-05,125.75833333333334
여성,16~19,중졸이하,200만원 ~ 300만원,47.0225,6.270784309340579,31.17293806753909,2,Strong Utilitarian,31.348333333333333,0.1567416666666666,15674.166666666666,6.645846666666665e-05,156.74166666666667
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578645,2.469636574,0,Unclassified,26.968333333333334,0.1348416666666666,13484.166666666666,5.717286666666664e-05,134.84166666666667
남성,60이상,4년제이상 대학,300만원 ~ 400만원,35.977500000000006,0.0241171495756016,14.963886627173537,0,Utilitarian,23.985000000000003,0.119925,11992.500000000002,5.0848200000000006e-05,119.92500000000003
여성,40~49,대학원 이상,300만원 ~ 400만원,56.875,25.33012499528443,9.543381626352144,2,Strong Utilitarian,37.91666666666666,0.1895833333333333,18958.33333333333,8.038333333333333e-05,189.5833333333333
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,1.6047546285,2.3957187745,0,Unclassified,27.290000000000003,0.13645,13645.000000000002,5.7854799999999994e-05,136.45000000000002
남성,30~39,고등학교,소득없음,46.02,2.3868791165000003,3.42707558325,2,Unclassified,30.680000000000003,0.1534,15340.000000000002,6.50416e-05,153.40000000000003
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,10.871485923096158,0.0,1,Overconsuming,25.34,0.1267,12670.0,5.37208e-05,126.7
여성,60이상,4년제이상 대학,100만원 ~ 200만원,40.935,0.0,14.903258685816644,0,Strong Utilitarian,27.290000000000003,0.13645,13645.000000000002,5.7854799999999994e-05,136.45000000000002
남성,40~49,고등학교,소득없음,45.8325,2.5747389985,3.814099955,2,Unclassified,30.555000000000003,0.152775,15277.500000000002,6.477659999999999e-05,152.77500000000003
남성,30~39,고등학교,300만원 ~ 400만원,38.8575,1.9998342985,3.00730444025,0,Unclassified,25.905,0.129525,12952.5,5.49186e-05,129.525
여성,16~19,고등학교,200만원 ~ 300만원,42.1675,11.783531575845046,0.0,1,Strong Overconsuming,28.111666666666665,0.1405583333333333,14055.833333333332,5.9596733333333325e-05,140.55833333333334
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.2875,0.0,13.511420144407746,0,Utilitarian,24.85833333333333,0.1242916666666666,12429.166666666668,5.269966666666664e-05,124.29166666666669
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022,0,Unclassified,25.661666666666665,0.1283083333333333,12830.833333333332,5.440273333333332e-05,128.30833333333334
여성,30~39,"2,3년제 전문대학",100만원 ~ 200만원,43.525,0.1778826911228472,9.801554825497348,2,Strong Utilitarian,29.016666666666666,0.1450833333333333,14508.333333333332,6.151533333333332e-05,145.08333333333331
여성,50~59,4년제이상 대학,소득없음,43.5075,2.5598519275,3.67479685325,2,Unclassified,29.005,0.145025,14502.5,6.14906e-05,145.025
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,42.080000000000005,13.92989015577207,0.0,1,Strong Overconsuming,28.053333333333335,0.1402666666666667,14026.66666666667,5.9473066666666685e-05,140.2666666666667
남성,60이상,4년제이상 대학,200만원 ~ 300만원,36.5125,12.436602872981435,0.1948269472909389,1,Overconsuming,24.34166666666667,0.1217083333333333,12170.833333333334,5.1604333333333316e-05,121.70833333333334
여성,30~39,4년제이상 대학,소득없음,44.6375,2.09383109425,2.9296770807500003,2,Unclassified,29.758333333333336,0.1487916666666666,14879.166666666668,6.308766666666664e-05,148.79166666666669
여성,20~29,4년제이상 대학,400만원 ~ 500만원,40.9475,12.88956789928335,1.3930192751372257,1,Strong Overconsuming,27.29833333333333,0.1364916666666666,13649.166666666666,5.787246666666664e-05,136.49166666666667
남성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,42.040000000000006,3.65395354775,5.17737459675,0,Unclassified,28.02666666666667,0.1401333333333333,14013.333333333336,5.941653333333332e-05,140.13333333333335
여성,30~39,고등학교,200만원 ~ 300만원,38.91,0.0,17.37043406114317,0,Utilitarian,25.94,0.1296999999999999,12969.999999999998,5.499279999999995e-05,129.7
남성,30~39,4년제이상 대학,100만원 ~ 200만원,43.3975,1.1364947521587396,13.184683995456902,2,Strong Utilitarian,28.93166666666667,0.1446583333333333,14465.833333333334,6.133513333333331e-05,144.65833333333333
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,37.8975,2.4750000925,3.7469913585,0,Unclassified,25.265,0.126325,12632.5,5.356179999999999e-05,126.325
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,14.12010297171391,0.0,1,Strong Overconsuming,27.325,0.136625,13662.5,5.7928999999999994e-05,136.625
남성,20~29,고등학교,200만원 ~ 300만원,42.37,2.062048744,3.02337996025,0,Unclassified,28.246666666666663,0.1412333333333333,14123.333333333334,5.988293333333331e-05,141.23333333333335
남성,20~29,고등학교,200만원 ~ 300만원,42.37,2.062048744,3.02337996025,0,Unclassified,28.246666666666663,0.1412333333333333,14123.333333333334,5.988293333333331e-05,141.23333333333335
여성,30~39,"2,3년제 전문대학",100만원 ~ 200만원,43.525,0.0,19.23957549747957,2,Strong Utilitarian,29.016666666666666,0.1450833333333333,14508.333333333332,6.151533333333332e-05,145.08333333333331
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,0.0,13.49867317107763,0,Utilitarian,24.551666666666662,0.1227583333333333,12275.833333333332,5.2049533333333324e-05,122.75833333333333
여성,20~29,고등학교,300만원 ~ 400만원,41.35249999999999,12.533798420537806,0.0,1,Strong Overconsuming,27.568333333333328,0.1378416666666666,13784.166666666664,5.8444866666666646e-05,137.84166666666664
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,1.6047546285,2.3957187745,0,Unclassified,27.290000000000003,0.13645,13645.000000000002,5.7854799999999994e-05,136.45000000000002
여성,30~39,고등학교,200만원 ~ 300만원,38.91,6.006463688486537,0.0,0,Overconsuming,25.94,0.1296999999999999,12969.999999999998,5.499279999999995e-05,129.7
여성,20~29,고등학교,300만원 ~ 400만원,41.35249999999999,0.0,8.403395547109685,0,Strong Utilitarian,27.568333333333328,0.1378416666666666,13784.166666666664,5.8444866666666646e-05,137.84166666666664
여성,30~39,4년제이상 대학,소득없음,44.6375,2.09383109425,2.9296770807500003,2,Unclassified,29.758333333333336,0.1487916666666666,14879.166666666668,6.308766666666664e-05,148.79166666666669
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,14.04731808461717,0.0,1,Overconsuming,24.23,0.12115,12115.0,5.13676e-05,121.15
여성,30~39,고등학교,300만원 ~ 400만원,38.375,0.0,12.438217552353937,0,Utilitarian,25.58333333333333,0.1279166666666666,12791.666666666666,5.4236666666666635e-05,127.91666666666666
남성,60이상,4년제이상 대학,소득없음,43.14,13.40716396159918,0.0,1,Strong Overconsuming,28.76,0.1438,14380.0,6.09712e-05,143.8
여성,60이상,4년제이상 대학,소득없음,42.6575,0.0,19.84314367984468,0,Strong Utilitarian,28.438333333333333,0.1421916666666666,14219.166666666666,6.028926666666664e-05,142.19166666666666
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.9575,1.61268304025,2.43598813825,0,Unclassified,25.305000000000003,0.126525,12652.500000000002,5.3646599999999996e-05,126.52500000000002
여성,30~39,4년제이상 대학,100만원 미만,39.135,15.679217574897804,5.013517530165343,1,Overconsuming,26.09,0.13045,13045.0,5.53108e-05,130.45
남성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,37.1225,4.24524846,6.08138537125,0,Utilitarian,24.74833333333333,0.1237416666666666,12374.166666666668,5.2466466666666636e-05,123.74166666666669
남성,20~29,고등학교,400만원 ~ 500만원,42.33,0.0,19.10498509890716,0,Strong Utilitarian,28.22,0.1411,14110.0,5.98264e-05,141.1
여성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,38.432500000000005,17.254074905515736,1.4058711992372124,1,Overconsuming,25.62166666666667,0.1281083333333333,12810.833333333336,5.431793333333332e-05,128.10833333333335
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.5675,15.458035779190295,0.0523442917293817,1,Overconsuming,25.71166666666667,0.1285583333333333,12855.833333333334,5.4508733333333315e-05,128.55833333333334
남성,50~59,고등학교,300만원 ~ 400만원,37.7275,2.46585513175,3.75242421275,0,Unclassified,25.151666666666667,0.1257583333333333,12575.833333333334,5.3321533333333314e-05,125.75833333333334
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.77,1.8005429222499998,2.82301251,0,Unclassified,25.180000000000003,0.1259,12590.000000000002,5.3381600000000004e-05,125.90000000000002
여성,50~59,4년제이상 대학,소득없음,43.5075,2.5598519275,3.67479685325,2,Unclassified,29.005,0.145025,14502.5,6.14906e-05,145.025
여성,20~29,고등학교,500만원 ~ 600만원,45.03999999999999,2.80130095439063,18.099006913586173,2,Strong Utilitarian,30.02666666666666,0.1501333333333333,15013.33333333333,6.365653333333332e-05,150.1333333333333
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.475,12.353941929686094,0.0,1,Overconsuming,24.98333333333333,0.1249166666666666,12491.666666666668,5.296466666666664e-05,124.91666666666669
남성,30~39,고등학교,200만원 ~ 300만원,39.3925,7.680440547188968,0.0,1,Overconsuming,26.261666666666667,0.1313083333333333,13130.833333333334,5.567473333333332e-05,131.30833333333334
남성,30~39,4년제이상 대학,500만원 ~ 600만원,41.645,5.4353020875,7.614398191499999,0,Strong Utilitarian,27.763333333333332,0.1388166666666666,13881.666666666668,5.885826666666663e-05,138.8166666666667
여성,30~39,고등학교,200만원 ~ 300만원,38.91,2.16408039175,3.1375671235,0,Unclassified,25.94,0.1296999999999999,12969.999999999998,5.499279999999995e-05,129.7
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.475,1.70678627625,2.50990593775,0,Unclassified,24.98333333333333,0.1249166666666666,12491.666666666668,5.296466666666664e-05,124.91666666666669
남성,30~39,고등학교,소득없음,46.02,0.0,19.32484855078905,2,Strong Utilitarian,30.680000000000003,0.1534,15340.000000000002,6.50416e-05,153.40000000000003
여성,30~39,4년제이상 대학,600만원 ~ 700만원,36.9825,16.980595801,21.302304086000003,1,Utilitarian,24.655,0.123275,12327.5,5.2268599999999996e-05,123.275
남성,40~49,고등학교,200만원 ~ 300만원,39.205,0.0,11.760301442770162,0,Utilitarian,26.136666666666667,0.1306833333333333,13068.333333333334,5.540973333333331e-05,130.68333333333334
여성,20~29,고등학교,소득없음,48.51499999999999,15.49583436371396,0.0,2,Strong Overconsuming,32.34333333333333,0.1617166666666666,16171.666666666662,6.856786666666662e-05,161.71666666666664
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,36.955,2.75316104375,4.105086759250001,0,Unclassified,24.636666666666667,0.1231833333333333,12318.333333333334,5.222973333333332e-05,123.18333333333334
남성,30~39,고등학교,100만원 ~ 200만원,44.2975,13.542008859677896,2.7543829831153666,1,Strong Overconsuming,29.531666666666663,0.1476583333333333,14765.833333333334,6.260713333333331e-05,147.65833333333333
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022,0,Unclassified,25.661666666666665,0.1283083333333333,12830.833333333332,5.440273333333332e-05,128.30833333333334
남성,16~19,4년제이상 대학,200만원 ~ 300만원,41.75,15.916962443398306,4.580397095499927,1,Strong Overconsuming,27.83333333333333,0.1391666666666666,13916.666666666666,5.900666666666664e-05,139.16666666666666
남성,20~29,4년제이상 대학,500만원 ~ 600만원,44.6225,0.0,22.463364290029183,2,Strong Utilitarian,29.74833333333333,0.1487416666666667,14874.166666666668,6.306646666666666e-05,148.74166666666667
여성,16~19,"2,3년제 전문대학",100만원 ~ 200만원,46.782500000000006,17.899276075706638,8.270047316284268,2,Strong Utilitarian,31.188333333333336,0.1559416666666666,15594.166666666668,6.611926666666664e-05,155.9416666666667
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,9.272547158597636,0.0,1,Overconsuming,24.23,0.12115,12115.0,5.13676e-05,121.15
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,0.0,12.831251317845693,0,Strong Utilitarian,26.968333333333334,0.1348416666666666,13484.166666666666,5.717286666666664e-05,134.84166666666667
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,0.0,11.833858982298608,0,Utilitarian,24.58666666666667,0.1229333333333333,12293.333333333334,5.212373333333332e-05,122.93333333333334
여성,20~29,4년제이상 대학,500만원 ~ 600만원,44.14,15.00634815388854,1.6738219104119798,1,Strong Overconsuming,29.426666666666662,0.1471333333333333,14713.333333333332,6.238453333333333e-05,147.13333333333333
남성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,42.040000000000006,0.0,18.45202716287036,0,Strong Utilitarian,28.02666666666667,0.1401333333333333,14013.333333333336,5.941653333333332e-05,140.13333333333335
남성,16~19,4년제이상 대학,300만원 ~ 400만원,41.215,3.4377663735,4.8527211435,0,Unclassified,27.47666666666667,0.1373833333333333,13738.333333333336,5.825053333333332e-05,137.38333333333335
남성,40~49,4년제이상 대학,700만원 이상,42.455,34.6410191045,68.74457733325,3,Strong Utilitarian,28.30333333333333,0.1415166666666666,14151.666666666666,6.0003066666666634e-05,141.51666666666665
남성,30~39,고등학교,300만원 ~ 400만원,38.8575,1.9998342985,3.00730444025,0,Unclassified,25.905,0.129525,12952.5,5.49186e-05,129.525
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,0.0,6.5443068450052175,0,Utilitarian,25.215,0.126075,12607.5,5.34558e-05,126.075
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.77,0.0,14.55294799981013,0,Utilitarian,25.180000000000003,0.1259,12590.000000000002,5.3381600000000004e-05,125.90000000000002
남성,60이상,4년제이상 대학,200만원 ~ 300만원,36.5125,3.66489452575,5.23132432225,0,Unclassified,24.34166666666667,0.1217083333333333,12170.833333333334,5.1604333333333316e-05,121.70833333333334
여성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.085,2.2871402105,3.35996698675,0,Unclassified,25.39,0.12695,12695.0,5.38268e-05,126.95
여성,30~39,"2,3년제 전문대학",100만원 미만,39.745000000000005,2.197488669923465,20.9821681735739,0,Utilitarian,26.49666666666667,0.1324833333333333,13248.333333333336,5.617293333333331e-05,132.48333333333335
남성,16~19,"2,3년제 전문대학",소득없음,48.9875,4.40516512575,6.122553335500001,2,Strong Utilitarian,32.65833333333333,0.1632916666666666,16329.166666666666,6.923566666666664e-05,163.29166666666666
남성,40~49,"2,3년제 전문대학",600만원 ~ 700만원,37.8875,24.512134923444496,18.05200348137196,1,Utilitarian,25.258333333333336,0.1262916666666667,12629.166666666668,5.3547666666666676e-05,126.29166666666669
여성,50~59,4년제이상 대학,400만원 ~ 500만원,36.84,3.6416520945,5.1866204835000005,0,Unclassified,24.56,0.1228,12280.000000000002,5.20672e-05,122.80000000000003
여성,50~59,고등학교,300만원 ~ 400만원,37.245000000000005,0.0,14.384957748230184,0,Utilitarian,24.83,0.12415,12415.000000000002,5.2639599999999997e-05,124.15000000000002
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.475,0.0,9.931667423770024,0,Utilitarian,24.98333333333333,0.1249166666666666,12491.666666666668,5.296466666666664e-05,124.91666666666669
여성,16~19,고등학교,300만원 ~ 400만원,41.63249999999999,0.0,17.12298334724471,0,Strong Utilitarian,27.754999999999995,0.1387749999999999,13877.499999999998,5.884059999999996e-05,138.77499999999998
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,2.1728071095,3.25502571025,0,Unclassified,24.23,0.12115,12115.0,5.13676e-05,121.15
남성,30~39,대학원 이상,소득없음,64.70750000000001,28.39976897074872,12.359359994842364,2,Strong Utilitarian,43.13833333333334,0.2156916666666667,21569.16666666667,9.145326666666667e-05,215.69166666666672
여성,20~29,4년제이상 대학,소득없음,47.615,2.0859026825,2.889407717,2,Unclassified,31.743333333333336,0.1587166666666666,15871.666666666668,6.729586666666664e-05,158.71666666666667
여성,30~39,고등학교,200만원 ~ 300만원,38.91,2.16408039175,3.1375671235,0,Unclassified,25.94,0.1296999999999999,12969.999999999998,5.499279999999995e-05,129.7
남성,20~29,중졸이하,300만원 ~ 400만원,46.69,9.540957494249998,15.67419952475,2,Strong Utilitarian,31.126666666666665,0.1556333333333333,15563.333333333332,6.598853333333331e-05,155.63333333333333
남성,20~29,고등학교,200만원 ~ 300만원,42.37,0.0,11.27709420610448,0,Strong Utilitarian,28.246666666666663,0.1412333333333333,14123.333333333334,5.988293333333331e-05,141.23333333333335
여성,16~19,4년제이상 대학,소득없음,47.895,0.0,10.114744184815406,2,Strong Utilitarian,31.930000000000003,0.15965,15965.000000000002,6.769159999999999e-05,159.65000000000003
여성,16~19,4년제이상 대학,300만원 ~ 400만원,40.7325,1.8847146284981573,12.967208284765578,0,Strong Utilitarian,27.155,0.135775,13577.5,5.75686e-05,135.775
남성,50~59,4년제이상 대학,200만원 ~ 300만원,37.3625,12.77908851334358,0.0,1,Overconsuming,24.90833333333333,0.1245416666666666,12454.166666666666,5.280566666666664e-05,124.54166666666666
남성,20~29,고등학교,200만원 ~ 300만원,42.37,2.062048744,3.02337996025,0,Unclassified,28.246666666666663,0.1412333333333333,14123.333333333334,5.988293333333331e-05,141.23333333333335
여성,30~39,4년제이상 대학,500만원 ~ 600만원,41.1625,3.882383912063017,19.334993990423587,0,Strong Utilitarian,27.441666666666663,0.1372083333333333,13720.833333333334,5.8176333333333314e-05,137.20833333333334
